loudness;energy;acousticness
-7,315;0,696;0,00228
-9,501;0,374;0,281
-4,577;0,765;0,315
-6,717;0,501;0,463
-4,157;0,925;0,0106
-13,502;0,363;0,823
-3,896;0,91;0,57
-5,021;0,765;0,0268
-6,193;0,758;0,262
-8,428;0,785;0,0301
-11,79;0,315;0,775
-1,884;0,912;0,167
-6,031;0,549;0,715
-6,362;0,674;0,022
-11,434;0,376;0,822
-12,37;0,222;0,994
-8,33;0,81;0,00169
-5,617;0,521;0,253
-2,333;0,992;0,000531
-4,198;0,978;0,000124
-8,182;0,499;0,593
-5,314;0,937;0,00258
-5,882;0,798;0,000757
-4,254;0,994;3,38e-5
-4,936;0,951;0,000254
-4,619;0,798;0,0219
-12,789;0,249;0,96
-5,284;0,66;0,362
-11,909;0,514;0,0252
-5,426;0,899;0,000942
-7,209;0,57;0,00378
-10,16;0,763;0,578
-3,92;0,777;6,51e-5
-10,18;0,466;0,556
-7,572;0,857;0,0388
-7,056;0,93;5,0e-5
-5,017;0,972;0,000162
-13,97;0,307;0,834
-10,742;0,373;0,889
-8,332;0,909;0,171
-12,999;0,521;0,304
-7,004;0,686;0,318
-2,884;0,973;0,0096
-6,73;0,825;0,00588
-4,773;0,881;0,0111
-10,746;0,419;0,977
-5,971;0,826;0,67
-9,607;0,353;0,874
-15,9;0,159;0,979
-5,274;0,905;0,126
-5,719;0,677;0,0373
-7,788;0,329;0,81
-4,756;0,875;0,11
-3,381;0,829;2,72e-5
-9,237;0,694;0,101
-5,126;0,813;0,156
-6,656;0,883;0,000273
-4,034;0,871;0,00991
-6,166;0,757;0,158
-3,952;0,997;9,44e-5
-8,431;0,503;0,827
-4,12;0,766;0,00302
-2,53;0,995;2,06e-5
-9,387;0,775;0,0435
-15,267;0,265;0,796
-4,807;0,82;0,032
-6,033;0,894;9,45e-6
-15,15;0,302;0,752
-5,02;0,678;0,44
-7,344;0,673;0,0916
-13,339;0,452;0,54
-8,864;0,584;0,47
-3,869;0,926;0,00422
-10,391;0,729;2,05e-5
-6,706;0,594;0,757
-4,816;0,87;0,162
-8,896;0,652;0,137
-6,889;0,79;0,000148
-9,233;0,65;0,00805
-6,333;0,657;0,321
-10,62;0,747;0,032
-6,903;0,789;0,00178
-12,332;0,63;0,0483
-7,978;0,945;0,0219
-1,973;0,943;3,6e-5
-4,628;0,975;0,000667
-3,75;0,898;0,000776
-6,284;0,412;0,692
-2,62;0,969;0,43
-4,979;0,819;0,555
-7,988;0,601;0,625
-2,94;0,858;0,0559
-3,894;0,651;0,0203
-7,335;0,859;0,0347
-11,45;0,137;0,906
-3,24;0,819;0,00639
-8,525;0,612;0,0138
-11,249;0,54;0,692
-8,373;0,916;9,2e-6
-2,99;0,982;0,00171
-6,117;0,971;7,14e-5
-5,548;0,716;0,00184
-6,842;0,923;0,000676
-3,249;0,992;3,36e-5
-11,422;0,363;0,709
-6,836;0,861;0,00329
-3,892;0,969;1,52e-6
-8,739;0,675;0,0519
-3,39;0,912;0,0016
-8,48;0,769;1,49e-5
-7,393;0,587;0,0573
-10,795;0,582;0,00949
-9,82;0,345;0,187
-14,311;0,103;0,969
-8,22;0,459;0,616
-11,541;0,726;0,000212
-4,943;0,976;0,0308
-7,194;0,727;0,21
-10,408;0,548;0,775
-10,614;0,955;5,4e-6
-5,284;0,832;0,425
-10,139;0,748;0,0429
-9,665;0,407;0,612
-11,218;0,362;0,0458
-10,78;0,298;0,523
-12,595;0,366;0,15
-14,553;0,372;0,44
-11,983;0,367;0,848
-4,013;0,66;0,0684
-9,88;0,334;0,651
-3,717;0,99;0,000285
-7,694;0,821;0,000551
-6,086;0,917;0,0306
-10,076;0,577;0,0806
-4,724;0,974;0,00843
-5,477;0,733;0,255
-3,348;0,958;0,000192
-13,43;0,291;0,548
-6,112;0,969;0,0113
-12,044;0,439;0,458
-15,521;0,336;0,0738
-8,726;0,697;0,0226
-6,588;0,533;0,0119
-5,674;0,696;0,0403
-6,492;0,928;0,0154
-7,643;0,811;0,129
-4,559;0,89;0,00055
-9,832;0,404;0,767
-5,119;0,759;0,000357
-10,088;0,348;0,586
-9,219;0,612;0,328
-11,517;0,535;0,527
-4,083;0,941;2,66e-5
-8,211;0,664;0,306
-14,791;0,362;0,478
-8,144;0,523;0,376
-8,821;0,459;0,264
-6,432;0,914;0,397
-7,779;0,494;0,125
-6,367;0,835;0,0558
-6,512;0,586;0,0074
-10,007;0,732;0,00146
-6,023;0,854;0,0379
-11,098;0,853;0,0107
-10,719;0,508;0,471
-5,298;0,83;0,000307
-8,137;0,914;5,99e-6
-3,632;0,953;0,000719
-5,59;0,849;0,000256
-5,135;0,737;0,267
-2,261;0,974;0,103
-9,029;0,722;0,0481
-9,455;0,744;0,0572
-7,626;0,643;0,000446
-6,165;0,749;0,000618
-8,351;0,736;0,0013
-6,521;0,621;0,162
-6,261;0,603;0,183
-11,856;0,581;0,513
-3,815;0,655;0,076
-4,165;0,817;0,000516
-14,094;0,301;0,938
-11,23;0,482;0,0294
-2,9;0,976;0,102
-8,976;0,474;0,518
-5,134;0,705;0,0304
-2,135;0,599;0,0665
-3,465;0,96;0,0514
-4,03;0,92;0,00302
-5,083;0,971;2,15e-5
-5,184;0,867;0,0849
-6,582;0,849;0,149
-8,009;0,677;0,476
-8,726;0,64;0,565
-5,497;0,962;0,000414
-9,554;0,627;0,73
-8,693;0,716;0,00773
-3,98;0,971;0,000759
-4,474;0,887;0,0228
-6,535;0,852;0,774
-8,379;0,594;0,246
-1,73;0,766;0,433
-4,956;0,632;0,652
-5,065;0,751;0,324
-6,821;0,493;0,397
-5,229;0,912;0,000304
-3,378;0,969;0,000359
-12,717;0,333;0,000968
-4,282;0,896;0,0013
-4,154;0,922;2,53e-6
-11,858;0,284;0,871
-2,481;0,962;9,37e-5
-5,415;0,627;0,216
-8,726;0,533;0,131
-5,285;0,91;0,000125
-6,074;0,441;0,0553
-11,288;0,615;0,81
-3,658;0,961;0,172
-4,752;0,803;0,00168
-6,763;0,823;0,0117
-3,037;0,962;0,0096
-8,097;0,716;0,000318
-5,493;0,959;0,245
-4,987;0,715;0,108
-9,536;0,674;0,117
-5,691;0,714;0,00911
-5,682;0,933;0,00744
-8,04;0,627;0,0243
-8,197;0,7;0,843
-4,902;0,876;3,33e-5
-1,101;0,991;0,38
-6,029;0,716;0,0698
-5,722;0,432;0,758
-4,341;0,924;0,0271
-12,68;0,371;0,634
-4,627;0,906;0,000553
-7,501;0,932;0,00251
-7,824;0,79;0,00384
-4,075;0,788;0,0111
-9,398;0,467;0,502
-5,788;0,849;0,0174
-10,159;0,387;0,406
-4,465;0,883;0,0179
-8,152;0,559;0,00256
-5,457;0,928;0,000193
-3,279;0,835;0,335
-6,903;0,789;0,00178
-5,937;0,891;0,000107
-5,27;0,578;0,0248
-8,967;0,849;0,00107
-10,007;0,431;0,173
-11,491;0,681;0,0999
-7,101;0,653;0,00131
-5,384;0,964;0,00914
-5,982;0,914;1,49e-5
-8,276;0,661;0,0203
-10,08;0,834;0,113
-3,323;0,972;0,000273
-5,418;0,658;0,0836
-6,056;0,926;0,000586
-13,415;0,578;0,382
-7,794;0,562;0,44
-4,015;0,692;0,0202
-4,906;0,784;0,000314
-6,086;0,76;0,475
-5,694;0,814;0,209
-9,887;0,711;0,166
-11,02;0,6;0,0251
-9,826;0,721;0,69
-5,077;0,951;0,0317
-8,279;0,638;0,393
-10,013;0,596;0,518
-3,09;0,951;0,000361
-6,896;0,658;0,233
-7,434;0,454;0,892
-6,036;0,685;0,0001
-7,832;0,78;0,233
-13,834;0,465;0,827
-7,817;0,61;0,0238
-9,156;0,773;0,335
-11,52;0,345;0,748
-2,94;0,956;0,00127
-9,711;0,727;0,252
-6,606;0,676;0,18
-7,523;0,507;0,278
-3,92;0,911;0,00434
-6,537;0,696;0,0887
-7,681;0,545;0,207
-5,732;0,685;0,0113
-11,129;0,248;0,986
-4,69;0,88;9,59e-5
-12,59;0,481;0,475
-3,435;0,953;0,00148
-6,322;0,848;0,039
-9,215;0,276;0,746
-7,137;0,755;0,123
-0,467;0,992;0,000218
-6,345;0,889;0,0116
-3,993;0,744;0,136
-7,714;0,378;0,457
-4,564;0,981;2,9e-5
-7,993;0,533;0,153
-6,163;0,684;0,117
-10,441;0,811;0,000601
-13,885;0,586;0,0352
-10,77;0,475;0,771
-4,025;0,765;0,00381
-8,183;0,579;0,245
-3,704;0,781;0,0467
-3,02;0,903;6,05e-5
-5,32;0,916;0,000975
-5,377;0,576;0,199
-14,029;0,338;0,196
-4,312;0,716;0,000272
-13,624;0,565;5,6e-5
-9,76;0,758;0,00915
-6,709;0,752;0,0071
-3,203;0,973;0,000756
-15,429;0,225;0,23
-13,474;0,321;0,799
-11,655;0,484;0,942
-7,173;0,448;0,816
-10,004;0,403;0,575
-2,991;0,964;0,000539
-3,876;0,971;5,7e-5
-2,187;0,86;0,0121
-6,054;0,806;0,841
-4,483;0,637;0,337
-5,74;0,763;0,054
-11,536;0,153;0,953
-9,258;0,597;0,0385
-6,859;0,744;0,152
-8,201;0,906;2,99e-5
-8,353;0,4;0,673
-5,133;0,906;0,0158
-11,659;0,639;0,00658
-2,666;0,922;0,00475
-7,638;0,902;0,018
-9,06;0,759;0,000736
-5,438;0,776;0,00114
-8,303;0,921;0,00118
-3,8;0,729;0,0231
-12,438;0,298;0,714
-12,604;0,41;0,167
-5,869;0,751;0,0299
-6,501;0,838;0,0327
-11,861;0,817;0,0266
-8,113;0,554;0,191
-9,431;0,657;0,00873
-7,563;0,795;0,0348
-6,481;0,699;0,000334
-13,385;0,591;0,414
-4,83;0,924;0,00179
-3,586;0,94;0,00178
-8,804;0,41;0,243
-5,656;0,816;0,00524
-9,793;0,823;7,66e-5
-4,897;0,921;0,000716
-4,647;0,853;0,000249
-14,008;0,439;0,57
-6,379;0,743;0,207
-7,043;0,841;1,28e-5
-5,35;0,796;0,000245
-5,441;0,836;0,000995
-5,497;0,804;0,105
-4,31;0,848;0,0772
-4,956;0,641;0,000222
-6,078;0,873;0,019
-14,333;0,169;0,913
-5,042;0,71;0,0139
-6,976;0,514;0,0723
-5,576;0,734;0,000796
-9,053;0,64;0,026
-5,48;0,847;0,000259
-5,737;0,968;0,00128
-4,765;0,945;0,00567
-9,669;0,66;0,508
-9,975;0,442;0,304
-6,283;0,922;0,00369
-7,629;0,427;0,143
-6,392;0,845;0,000241
-9,036;0,545;0,483
-14,436;0,316;0,679
-4,488;0,674;0,0101
-3,524;0,769;0,00135
-10,65;0,366;0,371
-7,869;0,629;0,46
-3,88;0,903;0,574
-7,726;0,827;0,00602
-8,882;0,415;0,0375
-13,564;0,465;0,11
-2,532;0,963;8,96e-5
-5,912;0,817;8,49e-5
-6,921;0,573;0,525
-5,576;0,733;0,00705
-4,262;0,454;0,232
-7,361;0,82;0,000288
-3,397;0,988;2,83e-5
-4,65;0,887;0,000429
-11,141;0,666;0,00151
-9,907;0,398;0,205
-7,996;0,93;0,0578
-3,17;0,8;0,0613
-1,884;0,912;0,167
-9,239;0,443;0,047
-3,686;0,976;0,000107
-9,205;0,872;5,78e-5
-10,635;0,392;0,539
-5,229;0,913;2,72e-5
-5,533;0,921;0,0113
-8,347;0,735;0,00401
-8,411;0,47;0,494
-10,323;0,555;0,357
-10,106;0,415;0,0362
-6,769;0,432;0,724
-8,072;0,606;0,0878
-3,651;0,98;0,000205
-7,379;0,542;0,975
-9,561;0,415;0,902
-5,735;0,786;0,00321
-7,552;0,633;0,0869
-7,604;0,648;0,012
-8,529;0,382;0,834
-4,314;0,826;0,00064
-5,439;0,92;0,00719
-4,148;0,96;8,84e-6
-6,267;0,564;0,0561
-3,144;0,978;0,000268
-5,659;0,882;0,00158
-5,078;0,867;4,64e-5
-10,117;0,468;0,606
-7,946;0,642;0,32
-5,882;0,838;0,0106
-7,943;0,464;0,0979
-8,428;0,976;3,48e-6
-2,522;0,758;0,0254
-7,575;0,516;0,521
-12,093;0,494;0,569
-4,641;0,846;8,29e-5
-5,624;0,902;2,17e-5
-6,754;0,912;0,00733
-8,268;0,698;0,522
-5,707;0,791;0,262
-5,997;0,885;0,000915
-5,109;0,863;0,00181
-5,931;0,457;0,0374
-4,772;0,715;0,000781
-9,156;0,692;0,0618
-8,532;0,537;0,695
-3,295;0,974;0,00152
-3,875;0,87;0,413
-4,496;0,679;0,0834
-4,027;0,911;4,31e-5
-6,76;0,86;0,0622
-12,401;0,388;0,767
-5,845;0,922;0,00619
-8,166;0,574;0,579
-4,834;0,872;0,16
-4,743;0,78;0,00112
-5,691;0,915;0,00194
-4,552;0,895;0,000163
-9,722;0,579;0,179
-4,622;0,9;3,37e-5
-6,658;0,653;0,0602
-7,254;0,641;0,0239
-5,281;0,931;0,224
-3,84;0,979;7,35e-5
-5,116;0,963;0,000286
-10,451;0,324;0,615
-9,776;0,488;0,0589
-9,099;0,335;0,728
-6,147;0,902;0,00617
-8,077;0,517;0,277
-6,079;0,799;0,104
-8,211;0,699;0,436
-11,039;0,668;0,299
-9,709;0,471;0,458
-5,384;0,885;2,72e-5
-3,055;0,846;0,00692
-8,879;0,941;4,07e-6
-8,402;0,594;0,549
-9,698;0,512;0,000709
-7,264;0,843;0,0392
-14,109;0,258;0,206
-10,076;0,442;0,802
-8,536;0,493;0,194
-9,212;0,375;0,163
-8,668;0,798;0,0383
-4,138;0,951;0,174
-4,148;0,633;0,0473
-5,508;0,944;0,000179
-14,044;0,342;0,395
-4,561;0,877;0,00813
-4,982;0,716;0,088
-6,121;0,873;0,00362
-8,161;0,841;0,15
-5,055;0,714;0,102
-5,248;0,794;0,138
-12,373;0,502;0,679
-6,608;0,511;0,00513
-11,192;0,467;0,656
-8,111;0,609;0,291
-12,03;0,47;0,145
-6,063;0,977;8,57e-5
-5,655;0,686;0,0234
-6,173;0,845;0,0211
-7,719;0,608;0,593
-4,216;0,963;0,000296
-6,697;0,974;8,1e-6
-5,426;0,899;0,000942
-6,479;0,78;0,0133
-5,766;0,704;0,493
-5,576;0,638;0,02
-2,795;0,928;8,08e-5
-3,379;0,935;0,00957
-3,57;0,978;0,00032
-5,334;0,904;0,000104
-5,428;0,82;0,00192
-6,208;0,629;0,172
-7,9;0,744;0,0874
-4,71;0,892;0,0711
-4,172;0,761;0,0907
-3,541;0,701;0,235
-3,969;0,653;0,0543
-2,977;0,979;7,04e-6
-15,921;0,333;0,217
-2,94;0,858;0,0559
-8,683;0,558;0,0243
-7,395;0,754;0,00754
-7,444;0,508;0,609
-7,3;0,722;0,0571
-6,038;0,949;0,000498
-11,402;0,535;0,0315
-6,901;0,4;0,0341
-9,626;0,525;0,22
-7,347;0,532;0,934
-7,518;0,923;0,0473
-7,378;0,644;0,0389
-7,606;0,751;0,0766
-12,124;0,389;0,293
-7,154;0,813;0,0014
-12,39;0,548;0,274
-4,247;0,937;3,44e-5
-4,455;0,931;0,000277
-13,696;0,159;0,76
-6,429;0,887;0,000498
-3,896;0,882;0,00296
-6,32;0,71;0,0113
-11,764;0,532;0,00101
-6,759;0,97;0,00102
-7,915;0,793;0,22
-4,657;0,95;1,09e-5
-10,119;0,799;0,0668
-5,948;0,888;0,0588
-6,563;0,49;0,197
-8,576;0,693;0,0283
-4,339;0,827;1,09e-5
-7,784;0,711;0,0183
-5,362;0,985;0,0154
-8,049;0,659;0,00156
-10,146;0,403;0,718
-6,713;0,819;0,0122
-5,069;0,801;0,013
-2,991;0,815;0,00171
-10,147;0,316;0,635
-6,671;0,894;0,000245
-11,192;0,299;0,751
-6,532;0,336;0,284
-6,629;0,844;0,152
-15,183;0,0554;0,984
-6,242;0,885;0,212
-3,16;0,754;0,0465
-4,31;0,983;0,000153
-13,289;0,536;0,654
-8,976;0,853;0,311
-8,141;0,694;0,000702
-8,788;0,77;0,0675
-8,559;0,789;5,62e-6
-5,33;0,928;0,0591
-4,859;0,928;0,000941
-7,481;0,381;0,291
-6,503;0,445;0,0402
-4,479;0,849;0,00399
-6,05;0,913;0,02
-6,973;0,857;0,0268
-3,462;0,902;1,68e-5
-5,024;0,931;0,00126
-5,451;0,681;0,0353
-5,865;0,587;0,221
-5,634;0,797;9,37e-5
-3,695;0,897;0,000192
-7,665;0,417;0,127
-6,908;0,843;0,0628
-9,173;0,798;0,000272
-8,113;0,897;0,135
-4,169;0,776;0,000431
-5,728;0,905;8,63e-5
-11,196;0,338;0,85
-10,153;0,577;0,703
-6,117;0,81;0,0261
-7,353;0,485;0,598
-3,996;0,973;2,24e-5
-5,743;0,747;0,000166
-6,769;0,521;0,643
-5,938;0,766;0,0178
-8,189;0,585;0,623
-12,79;0,484;0,0926
-6,577;0,844;3,91e-5
-5,076;0,934;0,000113
-3,08;0,993;0,0257
-9,664;0,483;0,174
-9,694;0,827;4,17e-5
-11,803;0,371;0,768
-10,607;0,502;0,195
-12,461;0,26;0,932
-5,276;0,576;0,623
-9,162;0,429;0,878
-5,171;0,665;0,56
-4,66;0,932;0,105
-10,897;0,671;0,0118
-12,127;0,256;0,89
-3,689;0,921;0,00051
-4,425;0,959;3,59e-6
-5,576;0,954;0,0262
-2,74;0,94;0,00323
-3,762;0,963;0,000244
-4,436;0,792;0,0189
-4,235;0,746;0,0813
-9,441;0,472;0,709
-8,296;0,6;0,0718
-8,123;0,579;0,128
-8,765;0,566;0,032
-8,622;0,38;0,715
-5,626;0,974;2,45e-5
-5,414;0,542;0,951
-3,562;0,675;3,15e-5
-4,483;0,66;0,0199
-4,062;0,893;0,0502
-3,859;0,811;0,000119
-1,487;0,989;0,000993
-4,93;0,838;0,000223
-4,236;0,845;0,00757
-10,764;0,28;0,88
-6,091;0,745;0,13
-3,686;0,848;0,0429
-5,881;0,872;0,000119
-11,304;0,828;0,391
-7,474;0,621;0,00591
-11,948;0,432;0,633
-4,19;0,958;3,95e-6
-12,141;0,287;0,856
-6,8;0,819;0,0134
-8,662;0,616;0,00104
-3,861;0,989;9,96e-6
-4,391;0,88;0,00061
-9,134;0,552;0,512
-12,748;0,686;0,0233
-9,758;0,321;0,16
-5,858;0,857;0,255
-7,602;0,945;0,000312
-10,652;0,43;0,446
-4,538;0,932;1,87e-5
-3,68;0,887;0,00237
-7,294;0,953;0,0328
-8,512;0,714;0,0012
-6,938;0,576;0,207
-9,256;0,433;0,241
-5,088;0,523;0,343
-12,304;0,522;0,821
-6,656;0,71;0,424
-6,35;0,721;0,0014
-7,885;0,696;0,547
-5,272;0,983;2,7e-6
-1,836;0,992;0,00035
-7,691;0,684;0,124
-8,823;0,521;0,404
-8,347;0,735;0,00401
-8,499;0,626;0,312
-4,707;0,828;0,057
-10,551;0,452;0,224
-8,113;0,964;2,53e-6
-3,911;0,813;0,0114
-8,721;0,41;0,0954
-10,468;0,206;0,835
-10,405;0,738;0,0885
-7,149;0,699;0,0223
-6,858;0,868;0,00867
-5,717;0,832;0,208
-4,399;0,764;0,0476
-5,948;0,883;0,0469
-6,104;0,79;0,00518
-6,016;0,731;0,213
-6,208;0,629;0,172
-12,881;0,5;0,642
-5,994;0,711;0,00496
-12,564;0,43;0,546
-10,243;0,789;0,00227
-4,33;0,98;0,000855
-6,659;0,884;0,0127
-2,552;0,944;9,04e-6
-5,854;0,876;0,16
-5,444;0,74;0,00226
-6,352;0,922;0,00211
-5,743;0,831;0,265
-5,897;0,846;0,00692
-11,521;0,706;0,0307
-6,839;0,815;0,0025
-6,516;0,756;0,00785
-9,811;0,714;0,398
-7,452;0,841;8,01e-5
-10,383;0,47;0,274
-4,059;0,874;5,89e-5
-3,207;0,945;0,594
-10,235;0,467;0,969
-3,479;0,981;0,000401
-5,543;0,664;0,00973
-7,401;0,943;0,00198
-7,16;0,682;0,676
-7,179;0,473;0,647
-6,706;0,594;0,757
-4,147;0,86;0,017
-8,608;0,524;0,0127
-8,281;0,865;3,1e-5
-7,392;0,423;0,852
-9,937;0,64;0,00249
-7,046;0,776;0,00338
-3,262;0,993;0,302
-7,349;0,79;0,0192
-8,288;0,596;0,511
-2,967;0,921;0,019
-7,87;0,493;0,178
-4,941;0,675;0,000348
-7,344;0,41;0,00226
-9,608;0,335;0,749
-5,403;0,931;0,00103
-11,151;0,683;0,691
-10,624;0,295;0,873
-6,595;0,645;0,00187
-5,365;0,701;0,00225
-4,547;0,963;0,00388
-4,926;0,759;0,0169
-6,342;0,801;0,292
-12,074;0,593;0,0792
-7,591;0,663;0,255
-9,368;0,747;0,146
-8,756;0,399;0,782
-5,27;0,789;0,00414
-7,519;0,509;0,729
-5,219;0,955;0,00485
-8,937;0,649;0,334
-4,373;0,908;0,00893
-9,392;0,796;0,00297
-5,497;0,75;0,0303
-4,182;0,967;0,00012
-9,723;0,347;0,971
-4,056;0,899;2,99e-5
-4,393;0,951;0,000299
-9,182;0,662;0,57
-10,613;0,297;0,485
-7,761;0,853;0,0801
-4,117;0,851;0,00156
-3,592;0,914;0,0602
-7,951;0,455;0,737
-4,963;0,507;0,0056
-8,85;0,677;0,00416
-7,841;0,451;0,249
-8,819;0,481;0,0121
-5,735;0,786;0,00321
-5,727;0,908;0,000285
-5,196;0,661;0,0239
-11,213;0,485;0,158
-7,042;0,601;0,151
-15,601;0,224;0,879
-6,976;0,723;0,179
-5,121;0,799;0,0932
-9,453;0,43;0,316
-3,486;0,934;1,55e-5
-11,224;0,462;0,143
-3,325;0,94;0,000727
-4,722;0,733;0,178
-9,54;0,513;0,063
-8,006;0,691;0,0129
-9,994;0,392;0,705
-2,962;0,979;0,00537
-6,98;0,946;7,72e-5
-6,232;0,496;0,382
-8,159;0,606;0,513
-10,81;0,496;0,438
-8,744;0,275;0,904
-5,104;0,959;0,000505
-4,106;0,904;0,146
-6,165;0,964;0,000453
-4,041;0,828;0,214
-5,876;0,817;0,000255
-7,16;0,821;1,54e-5
-6,739;0,804;0,00611
-11,996;0,324;0,797
-12,208;0,58;0,511
-4,543;0,958;5,14e-6
-5,425;0,666;0,206
-7,951;0,727;0,263
-7,566;0,977;6,8e-6
-4,409;0,921;0,0234
-9,326;0,868;0,411
-12,239;0,484;0,152
-7,553;0,58;0,617
-9,406;0,426;0,172
-7,778;0,62;0,36
-3,22;0,99;0,00324
-7,538;0,622;0,481
-8,238;0,784;0,0637
-4,57;0,925;0,000305
-14,262;0,428;0,00349
-2,347;0,985;6,36e-5
-7,632;0,718;0,0585
-4,525;0,881;0,003
-7,243;0,647;0,00281
-7,452;0,519;0,508
-7,669;0,571;0,158
-9,149;0,535;0,535
-6,533;0,781;0,00378
-3,086;0,885;0,00091
-6,459;0,786;0,306
-11,381;0,387;0,993
-10,704;0,362;0,29
-6,079;0,749;0,00125
-4,895;0,791;0,155
-7,694;0,58;0,0393
-10,661;0,885;0,0242
-14,611;0,495;0,766
-8,0;0,839;0,0205
-9,408;0,291;0,867
-8,22;0,686;0,0236
-5,773;0,963;3,05e-5
-7,863;0,769;0,0135
-13,475;0,759;0,000402
-4,475;0,659;0,00155
-5,643;0,742;0,0874
-7,161;0,934;2,63e-5
-3,678;0,991;3,81e-6
-3,347;0,931;0,000705
-3,051;0,654;0,0236
-14,034;0,341;0,313
-4,643;0,938;0,0052
-4,33;0,912;0,000452
-9,29;0,694;0,000405
-4,829;0,95;0,00227
-7,263;0,927;1,82e-6
-4,437;0,896;0,325
-4,9;0,789;0,0166
-3,097;0,913;0,0119
-8,823;0,521;0,404
-6,932;0,559;0,469
-11,448;0,196;0,834
-9,064;0,878;0,0264
-3,066;0,967;0,0426
-6,522;0,704;0,227
-8,973;0,704;0,201
-6,103;0,929;0,000282
-14,529;0,322;0,944
-7,153;0,822;0,00344
-6,894;0,634;0,449
-7,339;0,812;8,53e-5
-8,947;0,725;0,0277
-7,066;0,829;0,218
-5,268;0,759;0,00814
-3,435;0,895;0,221
-7,382;0,597;0,379
-6,993;0,39;0,843
-8,202;0,474;0,28
-4,551;0,842;0,0296
-11,819;0,519;0,394
-9,803;0,706;0,234
-8,37;0,655;0,499
-5,122;0,648;0,282
-7,132;0,664;0,284
-8,52;0,915;0,00105
-9,505;0,513;0,283
-11,879;0,421;0,635
-8,712;0,722;0,0922
-3,496;0,934;0,218
-4,39;0,92;0,031
-8,641;0,729;0,37
-8,79;0,447;0,586
-8,947;0,806;0,569
-4,371;0,905;0,00971
-3,304;0,931;0,00238
-4,878;0,838;0,00252
-9,219;0,596;0,349
-6,792;0,605;0,0874
-4,886;0,772;0,102
-5,136;0,77;0,0004
-13,936;0,301;0,0126
-6,214;0,949;0,000181
-5,243;0,827;0,00866
-11,036;0,518;0,1
-3,348;0,883;0,0891
-4,203;0,943;0,00704
-4,413;0,929;8,19e-5
-5,369;0,655;0,118
-4,281;0,889;3,21e-6
-6,228;0,811;0,144
-6,767;0,721;0,0117
-13,802;0,589;0,131
-2,892;0,882;0,183
-8,624;0,684;0,786
-8,516;0,853;0,0017
-7,445;0,743;0,0799
-8,899;0,482;0,722
-5,463;0,667;0,63
-4,537;0,923;4,51e-5
-6,778;0,781;0,0681
-7,98;0,766;0,00625
-8,041;0,655;0,419
-7,438;0,519;0,526
-10,472;0,8;0,000769
-9,58;0,537;0,785
-4,955;0,97;0,000228
-7,156;0,812;0,00272
-11,458;0,85;0,000473
-1,531;0,996;3,83e-5
-7,721;0,539;0,0362
-3,621;0,994;0,00116
-6,029;0,964;0,556
-8,044;0,719;0,854
-11,426;0,567;0,0581
-4,928;0,949;0,000318
-7,493;0,76;0,000168
-6,274;0,982;7,63e-6
-5,614;0,543;0,164
-8,148;0,387;0,7
-3,166;0,978;0,000163
-7,679;0,723;0,349
-9,215;0,49;0,317
-4,683;0,873;0,00561
-8,032;0,588;0,693
-3,631;0,954;0,000159
-5,695;0,704;0,347
-6,199;0,914;0,00573
-4,718;0,759;0,000815
-7,804;0,582;0,188
-4,68;0,952;0,000242
-5,454;0,854;0,0204
-14,575;0,437;0,0688
-7,928;0,764;0,00875
-15,757;0,19;0,957
-8,619;0,693;0,288
-12,777;0,538;0,272
-2,963;0,964;0,0001
-9,152;0,913;0,00015
-9,785;0,422;0,541
-13,32;0,481;0,088
-6,069;0,875;0,00752
-4,193;0,619;0,665
-3,127;0,989;5,48e-5
-12,848;0,398;0,686
-9,478;0,728;0,0795
-11,109;0,858;0,101
-12,18;0,258;0,99
-2,602;0,967;0,000213
-6,422;0,821;0,00918
-13,743;0,356;0,0916
-11,429;0,329;0,662
-6,324;0,866;0,00191
-3,155;0,824;0,0189
-5,607;0,92;0,202
-7,839;0,86;0,262
-7,619;0,727;0,0431
-3,475;0,953;2,3e-5
-4,457;0,984;1,4e-5
-4,001;0,992;0,00179
-12,085;0,907;3,62e-5
-8,776;0,678;0,0125
-9,73;0,667;0,0672
-6,937;0,841;0,000743
-9,952;0,598;0,326
-7,608;0,605;0,128
-5,338;0,809;0,233
-4,492;0,93;0,0378
-9,666;0,23;0,803
-7,419;0,276;0,965
-4,481;0,796;0,000109
-2,938;0,969;8,51e-5
-3,246;0,926;0,00178
-6,018;0,799;0,0781
-7,495;0,563;0,0895
-10,0;0,696;0,291
-7,911;0,804;0,0129
-5,996;0,626;0,0483
-9,258;0,526;0,619
-5,854;0,82;0,079
-7,579;0,794;0,00478
-10,864;0,409;0,00428
-5,237;0,763;0,0175
-3,908;0,582;0,133
-3,777;0,951;2,02e-5
-8,414;0,772;0,0101
-5,562;0,932;0,018
-8,301;0,663;0,237
-4,848;0,729;0,175
-13,089;0,17;0,823
-5,825;0,871;0,000197
-5,405;0,785;0,343
-5,874;0,823;0,00784
-2,709;0,948;0,28
-8,847;0,519;0,0839
-4,535;0,731;0,192
-3,341;0,864;0,055
-4,197;0,987;0,000534
-7,095;0,743;0,362
-3,998;0,758;0,0937
-5,871;0,901;1,6e-5
-5,453;0,833;6,29e-5
-6,709;0,613;0,409
-8,07;0,797;0,000457
-5,636;0,949;1,79e-5
